title,author,binding,in_stock,category,product_url,price_idr,original_price_idr,discount_percent,isbn,publisher,publication_date,pages,language,weight,review_count
The Menu of Happiness :,"Kashiwai, Hisashi",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781035060733/the-menu-of-happiness?path=1_32,275000.0,275000.0,0.0,9781035060733.0,Pan Macmillan,09 October 2025,240.0,English,0.18,0
"Dandadan, Vol. 16","Tatsu, Yukinobu",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781974757930/dandadan-vol-16?path=1_32,174400.0,218000.0,20.0,9781974757930.0,Viz Media,15 January 2026,202.0,English,0.2,0
On the Calculation of Volume III,"Balle, Solvej",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9780571383429/on-the-calculation-of-volume-iii?path=1_32,258000.0,318000.0,19.0,9780571383429.0,Faber & Faber,20 November 2025,208.0,English UK / Other,0.23,0
Spectacular: A Caraval Holiday Novella,"Garber, Stephanie",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781250370990/spectacular-a-caraval-holiday-novella?path=1_32,151200.0,245000.0,38.0,9781250370990.0,Flatiron Books,-,224.0,English,0.45,0
The Travelling Cat Chronicles and The Goodbye Cat :,"Arikawa, Hiro",Hardcover,1,Fiction & Literature,http://www.periplus.com/p/9781529959871/the-travelling-cat-chronicles-and-the-goodbye-cat?path=1_32,450000.0,453000.0,1.0,9781529959871.0,Transworld Publishers Ltd,06 November 2025,512.0,English,0.59,0
Theo of Golden,"Levi, Allen",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781668236512/theo-of-golden?path=1_32,398000.0,398000.0,0.0,9781668236512.0,Atria Books,-,400.0,English,0.32,0
We Solve Murders,"Osman, Richard",Hardcover,0,Fiction & Literature,http://www.periplus.com/p/9780593653227/we-solve-murders?path=1_32,620000.0,620000.0,0.0,9780593653227.0,Pamela Dorman Books,-,400.0,English,0.59,0
White Nights,"Dostoyevsky, Fyodor",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9780241252086/white-nights?path=1_32,125000.0,125000.0,0.0,9780241252086.0,"Penguin Books, Limited (UK)",03 March 2016,128.0,English,0.0,5
The Hunger Games Deluxe :,"Collins, Suzanne",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9780702342387/the-hunger-games-deluxe?path=1_32,325000.0,325000.0,0.0,9780702342387.0,Scholastic,04 February 2025,384.0,English UK / Other,0.33,0
"Dragon Ball Super, Vol. 23","Toriyama, Akira",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781974752812/dragon-ball-super-vol-23?path=1_32,182750.0,215000.0,15.0,9781974752812.0,Viz Media,-,192.0,English,0.16,0
Stars of Chaos: Sha Po Lang (Novel) Vol. 1,Priest,Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781638589310/stars-of-chaos-sha-po-lang-novel-vol-1?path=1_32,179000.0,360000.0,50.0,9781638589310.0,Seven Seas,-,444.0,English,0.67,1
Breasts and Eggs,"Kawakami, Mieko",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781529074413/breasts-and-eggs?path=1_32,282000.0,282000.0,0.0,9781529074413.0,Pan Macmillan,10 June 2021,432.0,English,0.29,1
Batman: The Long Halloween: DC Compact Comics Edition...,"Loeb, Jeph",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781799502883/batman-the-long-halloween-dc-compact-comics-edition?path=1_32,198000.0,198000.0,0.0,9781799502883.0,DC Comics,-,376.0,English,0.43,1
Skeleton Crew: Stories,"King, Stephen",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781668096666/skeleton-crew-stories?path=1_32,218000.0,218000.0,0.0,9781668096666.0,Pocket Books,-,784.0,English,0.39,0
The Scum Villain's Self-Saving System: Ren Zha Fanpai...,Mo Xiang Tong Xiu,Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781638582533/the-scum-villain-s-self-saving-system-ren-zha-fanpai-zijiu-xitong-novel-vol-3?path=1_32,189000.0,368000.0,49.0,9781638582533.0,Seven Seas,-,408.0,English,0.6,0
Blue Lock 18,"Kaneshiro, Muneyuki",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781646517558/blue-lock-18?path=1_32,164500.0,235000.0,30.0,9781646517558.0,Kodansha Comics,-,208.0,English,0.24,3
Quicksilver,"Hart, Callie",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781538774199/quicksilver?path=1_32,397000.0,397000.0,0.0,9781538774199.0,Grand Central Publishing,-,624.0,English,0.64,0
Stars of Chaos: Sha Po Lang (Novel) Vol. 2,Priest,Paperback,0,Fiction & Literature,http://www.periplus.com/p/9781638589358/stars-of-chaos-sha-po-lang-novel-vol-2?path=1_32,413000.0,413000.0,0.0,9781638589358.0,Seven Seas,-,412.0,English,0.58,0
"Jujutsu Kaisen, Vol. 23","Akutami, Gege",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781974746293/jujutsu-kaisen-vol-23?path=1_32,172000.0,228000.0,25.0,9781974746293.0,Viz Media,20 August 2024,192.0,English,0.25,0
Katabasis (Deluxe Limited Edition),"Kuang, R. F.",Hardcover,1,Fiction & Literature,http://www.periplus.com/p/9780063021471/katabasis-deluxe-limited-edition?path=1_32,645000.0,645000.0,0.0,9780063021471.0,Harper Voyager,-,560.0,English,0.98,0
The Healing Season of Pottery :,"Somin, Yeon",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781405966771/the-healing-season-of-pottery?path=1_32,230000.0,230000.0,0.0,9781405966771.0,Penguin Books Ltd,28 August 2025,272.0,English,0.2,0
The Husky and His White Cat Shizun: Erha He Ta de ...,Rou Bao Bu Chi Rou,Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781685797751/the-husky-and-his-white-cat-shizun-erha-he-ta-de-bai-mao-shizun-novel-vol-7?path=1_32,368000.0,368000.0,0.0,9781685797751.0,Seven Seas,-,428.0,English,0.52,5
"Dandadan, Vol. 17","Tatsu, Yukinobu",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781974761982/dandadan-vol-17?path=1_32,185300.0,218000.0,15.0,9781974761982.0,Viz Media,-,202.0,English,0.18,0
The Strength of the Few,"Islington, James",Hardcover,1,Fiction & Literature,http://www.periplus.com/p/9781982141233/the-strength-of-the-few?path=1_32,625000.0,625000.0,0.0,9781982141233.0,S&s/Saga Press,-,736.0,English,0.88,0
Crime and Punishment: Newly Translated and Fully Annotated...,"Dostoevsky, Fyodor",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781847498830/crime-and-punishment-newly-translated-and-fully-annotated?path=1_32,205000.0,205000.0,0.0,9781847498830.0,Alma Books,25 October 2022,720.0,English,0.43,2
The Secret of Secrets,"Brown, Dan",Hardcover,1,Fiction & Literature,http://www.periplus.com/p/9780385546898/the-secret-of-secrets?path=1_32,428000.0,615000.0,30.0,9780385546898.0,Doubleday Books,09 September 2025,688.0,English,0.95,1
White Nights and Other Stories: New Translation,"Dostoevsky, Fyodor",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781847499318/white-nights-and-other-stories-new-translation?path=1_32,208000.0,208000.0,0.0,9781847499318.0,Alma Books,24 July 2025,576.0,English,0.44,0
Sounds Like Love,"Poston, Ashley",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9780593641002/sounds-like-love?path=1_32,215000.0,215000.0,0.0,9780593641002.0,Penguin Publishing Group,-,384.0,English,0.29,0
The World of Avatar Updated Edition :,"Beecroft, Simon",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9780241777183/the-world-of-avatar-updated-edition?path=1_32,425000.0,425000.0,0.0,9780241777183.0,Dorling Kindersley Ltd,06 November 2025,200.0,English UK / Other,0.62,0
A Hunger-Artist :,"Kafka, Franz",Paperback,0,Fiction & Literature,http://www.periplus.com/p/9780241746929/a-hunger-artist?path=1_32,157000.0,157000.0,0.0,9780241746929.0,Penguin Books Ltd,17 April 2025,144.0,English,0.09,0
"Chainsaw Man, Vol. 14","Fujimoto, Tatsuki",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781974743582/chainsaw-man-vol-14?path=1_32,218000.0,218000.0,0.0,9781974743582.0,Viz Media,06 February 2024,192.0,English,0.18,1
Funny Story,"Henry, Emily",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9780593441213/funny-story?path=1_32,235000.0,343000.0,31.0,9780593441213.0,Berkley Books,-,416.0,English,0.32,0
"Kagurabachi, Vol. 2","Hokazono, Takeru",Paperback,0,Fiction & Literature,http://www.periplus.com/p/9781974752713/kagurabachi-vol-2?path=1_32,248000.0,248000.0,0.0,9781974752713.0,Viz Media,-,216.0,English,0.19,1
Self-Portraits: Stories,"Dazai, Osamu",Paperback,0,Fiction & Literature,http://www.periplus.com/p/9780811232265/self-portraits-stories?path=1_32,330000.0,330000.0,0.0,9780811232265.0,New Directions Publishing Corporation,-,256.0,English,0.25,0
Someone Who Will Love You in All Your Damaged Glory...,"Bob-Waksberg, Raphael",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9780525432722/someone-who-will-love-you-in-all-your-damaged-glory-stories?path=1_32,385000.0,385000.0,0.0,9780525432722.0,Vintage,19 May 2020,256.0,English,0.25,1
Blue Lock 17,"Kaneshiro, Muneyuki",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781646516742/blue-lock-17?path=1_32,132300.0,242000.0,45.0,9781646516742.0,Kodansha Comics,-,208.0,English,0.24,0
Apple and Knife,"Paramaditha, Intan",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781529955644/apple-and-knife?path=1_32,229000.0,229000.0,0.0,9781529955644.0,Vintage Publishing,04 September 2025,192.0,English,0.14,0
"Chainsaw Man, Vol. 18","Fujimoto, Tatsuki",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781974754939/chainsaw-man-vol-18?path=1_32,191250.0,225000.0,15.0,9781974754939.0,Viz Media,-,192.0,English,0.16,0
Wednesday: A Novelization of Season One,"Mejia, Tehlor",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9798217119301/wednesday-a-novelization-of-season-one?path=1_32,225000.0,225000.0,0.0,9798217119301.0,Random House Children's Books,-,368.0,English,0.26,0
Rosalina's Storybook,-,Hardcover,1,Fiction & Literature,http://www.periplus.com/p/9781506754901/rosalina-s-storybook?path=1_32,498000.0,498000.0,0.0,9781506754901.0,Dark Horse Books,-,112.0,English,0.42,0
"Dandadan, Vol. 15","Tatsu, Yukinobu",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781974757923/dandadan-vol-15?path=1_32,150500.0,215000.0,30.0,9781974757923.0,Viz Media,06 November 2025,200.0,English,0.18,0
Gachiakuta 9,"Urana, Kei",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9798888772843/gachiakuta-9?path=1_32,204000.0,240000.0,15.0,9798888772843.0,Kodansha Comics,-,176.0,English,0.2,0
The Husky and His White Cat Shizun: Erha He Ta de ...,Rou Bao Bu Chi Rou,Paperback,0,Fiction & Literature,http://www.periplus.com/p/9798888434840/the-husky-and-his-white-cat-shizun-erha-he-ta-de-bai-mao-shizun-novel-vol-9?path=1_32,413000.0,413000.0,0.0,9798888434840.0,Seven Seas,-,404.0,English,0.5,2
Lost Souls Meet Under a Full Moon,"Tsujimura, Mizuki",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9780857529657/lost-souls-meet-under-a-full-moon?path=1_32,368000.0,368000.0,0.0,9780857529657.0,Transworld Publishers Ltd,03 April 2025,320.0,English,0.32,1
Sunburn,"Howarth, Chloe Michelle",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9780857308412/sunburn?path=1_32,315000.0,315000.0,0.0,9780857308412.0,Verve Books,-,288.0,English,0.2,0
"Chainsaw Man, Vol. 17","Fujimoto, Tatsuki",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781974752690/chainsaw-man-vol-17?path=1_32,190400.0,224000.0,15.0,9781974752690.0,Viz Media,-,184.0,English,0.16,2
Kingdom Come: DC Compact Comics Edition,"Waid, Mark",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781799501299/kingdom-come-dc-compact-comics-edition?path=1_32,200000.0,243000.0,18.0,9781799501299.0,DC Comics,-,208.0,English,0.25,2
The Teacher,"McFadden, Freida",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781728296210/the-teacher?path=1_32,255000.0,335000.0,24.0,9781728296210.0,Poisoned Pen Press,-,400.0,English,0.32,2
This Woven Kingdom,"Mafi, Tahereh",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9780062972453/this-woven-kingdom?path=1_32,316000.0,410000.0,23.0,9780062972453.0,Storytide,-,528.0,English,0.39,0
The White Book,"Kang, Han",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9780525573074/the-white-book?path=1_32,218000.0,218000.0,0.0,9780525573074.0,Hogarth Press,-,160.0,English,0.14,0
We Solve Murders,"Osman, Richard",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9780241997482/we-solve-murders?path=1_32,230000.0,236000.0,3.0,9780241997482.0,Penguin Books Ltd,08 May 2025,464.0,English UK / Other,0.32,0
"Chainsaw Man, Vol. 11: Go Get 'Em, Chainsaw Man","Fujimoto, Tatsuki",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781974727117/chainsaw-man-vol-11-go-get-em-chainsaw-man?path=1_32,82000.0,168000.0,51.0,9781974727117.0,Viz Media,-,192.0,English,0.19,1
The Hallmarked Man: A Cormoran Strike Novel,by Robert Galbraith (Author),Paperback,1,Fiction & Literature,http://www.periplus.com/p/9780316601078/the-hallmarked-man-a-cormoran-strike-novel?path=1_32,289000.0,418000.0,31.0,9780316601078.0,,02 September 2025,912.0,English,0.86,0
Holly,"King, Stephen",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781668087824/holly?path=1_32,218000.0,218000.0,0.0,9781668087824.0,Pocket Books,-,592.0,English,0.29,1
Ballad of Sword and Wine: Qiang Jin Jiu (Novel) Vol...,Tang Jiu Qing,Paperback,0,Fiction & Literature,http://www.periplus.com/p/9798888433126/ballad-of-sword-and-wine-qiang-jin-jiu-novel-vol-3?path=1_32,472000.0,472000.0,0.0,9798888433126.0,Seven Seas,-,430.0,English,0.52,1
Heaven Official's Blessing: Tian Guan CI Fu (Novel...,Mo Xiang Tong Xiu,Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781638585527/heaven-official-s-blessing-tian-guan-ci-fu-novel-vol-7?path=1_32,279000.0,368000.0,24.0,9781638585527.0,Seven Seas,-,404.0,English,0.59,2
Confessions of a Forty-Something F**k Up,"Potter, Alexandra",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781529022803/confessions-of-a-forty-something-f-k-up?path=1_32,265000.0,265000.0,0.0,9781529022803.0,Pan Publishing,09 December 2021,400.0,English,0.36,0
"Kagurabachi, Vol. 6","Hokazono, Takeru",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781974762873/kagurabachi-vol-6?path=1_32,202500.0,225000.0,10.0,9781974762873.0,Viz Media,-,216.0,English,0.18,2
The Jasad Crown,"Hashem, Sara",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9780316478243/the-jasad-crown?path=1_32,368000.0,454000.0,19.0,9780316478243.0,Orbit,-,688.0,English,0.71,0
Ultra 85,Logic,Paperback,0,Fiction & Literature,http://www.periplus.com/p/9781982158279/ultra-85?path=1_32,393000.0,393000.0,0.0,9781982158279.0,Simon & Schuster,-,304.0,English,0.2,0
Strange News from Another Planet,"Hesse, Hermann",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9780241752074/strange-news-from-another-planet?path=1_32,138000.0,145000.0,5.0,9780241752074.0,Penguin Books Ltd,17 April 2025,144.0,English,0.09,0
The Calico Cat at the Chibineko Kitchen :,"Takahashi, Yuta",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781399817660/the-calico-cat-at-the-chibineko-kitchen?path=1_32,238000.0,238000.0,0.0,9781399817660.0,John Murray Press,05 June 2025,224.0,English UK / Other,0.21,0
The Last Devil to Die,"Osman, Richard",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9780241992401/the-last-devil-to-die?path=1_32,230000.0,235000.0,2.0,9780241992401.0,Penguin Books,09 May 2024,0.0,English,0.0,0
The Midnight Library: A GMA Book Club Pick,"Haig, Matt",Hardcover,1,Fiction & Literature,http://www.periplus.com/p/9780525559474/the-midnight-library-a-gma-book-club-pick?path=1_32,278000.0,390000.0,29.0,9780525559474.0,Viking,-,304.0,English,0.44,8
Thousand Autumns: Qian Qiu (Novel) Vol. 1,Meng XI Shi,Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781638589327/thousand-autumns-qian-qiu-novel-vol-1?path=1_32,368000.0,368000.0,0.0,9781638589327.0,Seven Seas,-,396.0,English,0.59,1
"Solo Leveling, Vol. 11 (Comic)",-,Paperback,1,Fiction & Literature,http://www.periplus.com/p/9798400902550/solo-leveling-vol-11-comic?path=1_32,269500.0,385000.0,30.0,9798400902550.0,Ize Press,-,312.0,English,0.51,6
Tales of the Celestial Kingdom,"Tan, Sue Lynn",Hardcover,0,Fiction & Literature,http://www.periplus.com/p/9780008640415/tales-of-the-celestial-kingdom?path=1_32,325000.0,325000.0,0.0,9780008640415.0,HarperCollins Publishers,01 February 2024,176.0,English UK / Other,0.43,0
Stars of Chaos: Sha Po Lang (Novel) Vol. 5,Priest,Paperback,0,Fiction & Literature,http://www.periplus.com/p/9781638589457/stars-of-chaos-sha-po-lang-novel-vol-5?path=1_32,413000.0,413000.0,0.0,9781638589457.0,Seven Seas,-,436.0,English,0.55,1
Best of Kafka (Collector's Edition),"Kafka, Franz",Hardcover,1,Fiction & Literature,http://www.periplus.com/p/9781840228434/best-of-kafka-collector-s-edition?path=1_32,335000.0,335000.0,0.0,9781840228434.0,Wordsworth Editions,-,848.0,English,0.73,0
Soon It Will Be Sunday,"Leav, Lang",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9798881600112/soon-it-will-be-sunday?path=1_32,370000.0,370000.0,0.0,9798881600112.0,Andrews McMeel Publishing,-,160.0,English,0.16,0
Grim and Oro: Dueling Crowns Edition (a Lightlark ...,"Aster, Alex",Hardcover,1,Fiction & Literature,http://www.periplus.com/p/9781419785627/grim-and-oro-dueling-crowns-edition-a-lightlark-saga-deluxe-companion-book?path=1_32,645000.0,645000.0,0.0,9781419785627.0,Amulet Books,12 August 2025,504.0,English,0.79,0
Dungeon Crawler Carl,"Dinniman, Matt",Hardcover,0,Fiction & Literature,http://www.periplus.com/p/9780593820247/dungeon-crawler-carl?path=1_32,620000.0,620000.0,0.0,9780593820247.0,Ace Books,-,464.0,English,0.64,0
Blue Lock 24,"Kaneshiro, Muneyuki",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9798888770573/blue-lock-24?path=1_32,220500.0,245000.0,10.0,9798888770573.0,Kodansha Comics,-,208.0,English,0.25,0
Bunny vs Monkey: Multiverse Mix-up! (a Phoenix Comic...,"Smart, Jamie",Paperback,0,Fiction & Literature,http://www.periplus.com/p/9781788452922/bunny-vs-monkey-multiverse-mix-up-a-phoenix-comic-book-from-the-multi-million-selling-creative-genius-jamie-smart?path=1_32,262000.0,262000.0,0.0,9781788452922.0,David Fickling Books,05 January 2023,256.0,English,0.46,0
My Year of Rest and Relaxation,"Moshfegh, Ottessa",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9780525522133/my-year-of-rest-and-relaxation?path=1_32,258000.0,258000.0,0.0,9780525522133.0,Penguin Books,25 June 2019,304.0,English,0.24,0
Hera,"Saint, Jennifer",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781472292223/hera?path=1_32,215000.0,215000.0,0.0,9781472292223.0,Headline Publishing Group,10 April 2025,400.0,English UK / Other,0.28,0
The Future Saints : The new unforgettable romance ...,"Winstead, Ashley",Paperback,1,Fiction & Literature,http://www.periplus.com/p/9781035920303/the-future-saints-the-new-unforgettable-romance-from-tiktok-sensation-and-international-bestseller-ashley-winstead?path=1_32,169000.0,218000.0,22.0,9781035920303.0,Bloomsbury Publishing PLC,22 January 2026,384.0,English UK / Other,0.27,0
